idade,profissao,educacao,meio_contato,mes,dia_da_semana,duracao,dias_ultimo_contato,qtd_contatos_total,campanha_anterior,indice_precos_consumidor,indice_confianca_consumidor,euribor3m,numero_empregados,resultado
66,5,0,1,6,3,5,0,0,0,94.06,-39.8,0.77,4991,1
31,4,6,0,6,3,4,0,0,0,94.06,-39.8,0.77,4991,0
52,2,6,1,6,3,5,0,1,1,94.06,-39.8,0.77,4991,0
26,2,1,1,6,3,5,0,0,0,94.06,-39.8,0.77,4991,1
37,2,1,1,7,4,4,0,1,1,94.22,-40.3,0.78,4991,0
37,2,1,0,7,4,6,0,1,1,94.22,-40.3,0.78,4991,0
35,6,6,0,7,4,5,0,1,1,94.22,-40.3,0.78,4991,0
34,2,1,0,7,4,2,0,1,1,94.22,-40.3,0.78,4991,0
29,2,1,0,7,4,3,0,0,0,94.22,-40.3,0.78,4991,0
60,6,6,1,7,4,5,1,1,2,94.22,-40.3,0.78,4991,1
37,2,1,1,7,4,6,2,1,2,94.22,-40.3,0.78,4991,1
27,2,1,1,7,4,4,0,1,1,94.22,-40.3,0.78,4991,0
38,2,1,1,7,4,6,2,1,2,94.22,-40.3,0.78,4991,1
33,3,6,0,7,4,2,0,0,0,94.22,-40.3,0.78,4991,0
38,7,1,0,7,4,2,0,0,0,94.22,-40.3,0.78,4991,0
39,3,2,0,7,5,3,2,1,2,94.22,-40.3,0.79,4991,0
27,1,1,1,7,5,6,0,0,0,94.22,-40.3,0.79,4991,1
37,2,6,1,7,5,4,1,1,2,94.22,-40.3,0.79,4991,0
33,2,6,1,7,5,5,0,0,0,94.22,-40.3,0.79,4991,1
37,2,6,1,7,5,6,2,1,2,94.22,-40.3,0.79,4991,0
55,2,6,1,7,5,6,0,1,1,94.22,-40.3,0.79,4991,1
35,2,6,1,7,5,5,1,1,2,94.22,-40.3,0.79,4991,1
27,1,1,1,7,5,5,0,1,1,94.22,-40.3,0.79,4991,1
25,3,3,1,7,5,6,0,0,0,94.22,-40.3,0.79,4991,1
55,2,6,1,7,5,4,0,1,1,94.22,-40.3,0.79,4991,0
48,2,6,1,7,5,5,1,1,2,94.22,-40.3,0.79,4991,1
52,2,1,0,7,1,2,0,1,1,94.22,-40.3,0.79,4991,0
41,2,6,1,7,1,4,0,0,0,94.22,-40.3,0.79,4991,0
34,4,6,1,7,1,5,0,0,0,94.22,-40.3,0.79,4991,1
25,2,1,0,7,1,3,0,0,0,94.22,-40.3,0.79,4991,0
32,4,6,0,7,1,2,0,0,0,94.22,-40.3,0.79,4991,0
41,2,6,1,7,1,4,0,0,0,94.22,-40.3,0.79,4991,1
33,2,6,1,7,1,5,0,0,0,94.22,-40.3,0.79,4991,0
41,2,6,1,7,1,4,2,1,2,94.22,-40.3,0.79,4991,1
33,2,6,1,7,1,5,0,0,0,94.22,-40.3,0.79,4991,0
30,2,6,1,7,2,5,1,1,2,94.22,-40.3,0.8,4991,0
21,11,3,1,7,2,5,0,0,0,94.22,-40.3,0.8,4991,1
46,2,1,1,7,2,5,0,0,0,94.22,-40.3,0.8,4991,1
46,2,1,1,7,2,5,0,1,1,94.22,-40.3,0.8,4991,1
30,2,6,1,7,2,5,1,1,2,94.22,-40.3,0.8,4991,0
83,0,0,1,7,2,5,0,1,1,94.22,-40.3,0.8,4991,0
29,2,1,1,7,2,5,0,0,0,94.22,-40.3,0.8,4991,1
35,2,6,0,7,2,3,0,0,0,94.22,-40.3,0.8,4991,0
46,2,1,1,7,2,5,2,1,2,94.22,-40.3,0.8,4991,1
43,8,6,1,7,2,5,0,1,1,94.22,-40.3,0.8,4991,1
83,0,0,1,7,2,6,1,1,2,94.22,-40.3,0.8,4991,1
21,11,3,0,7,2,5,0,0,0,94.22,-40.3,0.8,4991,0
35,10,6,1,7,3,5,0,1,1,94.22,-40.3,0.8,4991,0
55,2,1,0,7,3,5,2,1,2,94.22,-40.3,0.8,4991,1
33,2,1,0,7,3,5,0,1,1,94.22,-40.3,0.8,4991,1
35,2,1,1,7,3,5,2,1,2,94.22,-40.3,0.8,4991,1
36,1,1,0,7,3,5,0,0,0,94.22,-40.3,0.8,4991,1
34,2,1,1,7,3,5,0,1,1,94.22,-40.3,0.8,4991,1
57,2,0,1,7,3,5,0,0,0,94.22,-40.3,0.8,4991,0
58,2,1,1,7,4,5,0,1,1,94.22,-40.3,0.81,4991,0
75,5,6,1,7,4,5,0,1,1,94.22,-40.3,0.81,4991,1
29,2,1,1,7,4,6,2,1,2,94.22,-40.3,0.81,4991,1
37,2,1,1,7,4,5,0,1,1,94.22,-40.3,0.81,4991,1
21,11,6,1,7,4,5,2,1,1,94.22,-40.3,0.81,4991,0
25,1,1,0,7,4,6,2,1,2,94.22,-40.3,0.81,4991,1
21,11,6,0,7,4,5,2,1,2,94.22,-40.3,0.81,4991,1
21,11,6,1,7,4,5,0,0,0,94.22,-40.3,0.81,4991,0
21,11,6,1,7,4,6,2,1,1,94.22,-40.3,0.81,4991,1
32,2,6,0,7,4,2,0,0,0,94.22,-40.3,0.81,4991,0
39,4,4,1,7,4,5,0,1,1,94.22,-40.3,0.81,4991,0
58,2,1,1,7,4,6,0,0,0,94.22,-40.3,0.81,4991,1
25,2,1,1,7,4,6,0,0,0,94.22,-40.3,0.81,4991,1
37,2,1,1,7,4,5,0,0,0,94.22,-40.3,0.81,4991,0
34,8,6,1,7,4,6,0,0,0,94.22,-40.3,0.81,4991,1
21,11,6,0,7,4,5,0,1,1,94.22,-40.3,0.81,4991,0
25,1,1,0,7,4,5,0,1,1,94.22,-40.3,0.81,4991,0
73,5,4,1,7,4,4,0,0,0,94.22,-40.3,0.81,4991,0
34,2,6,1,7,4,5,0,1,1,94.22,-40.3,0.81,4991,1
72,5,0,1,7,5,6,2,1,2,94.22,-40.3,0.82,4991,1
26,7,1,1,7,5,6,0,0,0,94.22,-40.3,0.82,4991,1
72,5,0,1,7,5,4,0,1,1,94.22,-40.3,0.82,4991,0
72,5,0,1,7,5,6,0,1,1,94.22,-40.3,0.82,4991,0
32,2,6,1,7,5,7,0,0,0,94.22,-40.3,0.82,4991,0
46,2,6,1,7,5,5,0,0,0,94.22,-40.3,0.82,4991,1
32,10,6,1,7,5,4,0,0,0,94.22,-40.3,0.82,4991,0
79,5,0,1,7,5,6,0,1,1,94.22,-40.3,0.82,4991,1
33,3,4,0,7,5,2,0,0,0,94.22,-40.3,0.82,4991,0
33,7,6,0,7,5,3,0,0,0,94.22,-40.3,0.82,4991,0
26,7,1,0,7,5,3,0,0,0,94.22,-40.3,0.82,4991,0
33,3,3,0,7,1,2,0,0,0,94.22,-40.3,0.83,4991,0
59,5,0,1,7,1,6,0,0,0,94.22,-40.3,0.83,4991,0
39,2,6,1,7,1,5,0,1,1,94.22,-40.3,0.83,4991,1
36,4,6,1,7,1,5,1,1,2,94.22,-40.3,0.83,4991,0
59,5,0,1,7,1,5,0,1,1,94.22,-40.3,0.83,4991,1
39,2,6,1,7,1,5,0,0,0,94.22,-40.3,0.83,4991,1
28,3,1,1,7,1,4,0,1,1,94.22,-40.3,0.83,4991,0
62,4,6,1,7,1,4,2,1,2,94.22,-40.3,0.83,4991,0
35,4,4,1,7,1,6,0,0,0,94.22,-40.3,0.83,4991,1
62,4,6,1,7,1,5,0,1,1,94.22,-40.3,0.83,4991,1
62,4,6,1,7,1,5,0,0,0,94.22,-40.3,0.83,4991,0
62,4,6,1,7,1,5,2,1,2,94.22,-40.3,0.83,4991,0
27,2,6,1,7,1,6,0,0,0,94.22,-40.3,0.83,4991,1
28,11,1,1,7,1,5,0,1,1,94.22,-40.3,0.83,4991,0
24,2,1,1,7,1,6,2,1,2,94.22,-40.3,0.83,4991,1
19,11,3,0,7,1,6,2,1,2,94.22,-40.3,0.83,4991,1
59,5,0,1,7,1,6,2,1,2,94.22,-40.3,0.83,4991,1
28,3,1,1,7,1,5,0,0,0,94.22,-40.3,0.83,4991,0
19,11,3,1,7,1,5,0,0,0,94.22,-40.3,0.83,4991,0
62,4,6,1,7,1,5,0,1,1,94.22,-40.3,0.83,4991,1
62,4,6,1,7,1,5,0,1,1,94.22,-40.3,0.83,4991,1
33,2,6,1,7,1,5,0,1,1,94.22,-40.3,0.83,4991,0
27,2,6,1,7,1,5,0,0,0,94.22,-40.3,0.83,4991,0
28,11,1,1,7,1,5,2,1,2,94.22,-40.3,0.83,4991,1
29,2,6,1,7,2,5,2,1,2,94.22,-40.3,0.83,4991,0
73,5,0,1,7,2,5,0,0,0,94.22,-40.3,0.83,4991,1
29,2,1,1,7,2,5,1,1,2,94.22,-40.3,0.83,4991,1
22,1,4,1,7,2,5,0,1,1,94.22,-40.3,0.83,4991,1
83,5,6,1,7,2,5,2,1,2,94.22,-40.3,0.83,4991,1
32,1,2,0,7,2,3,0,0,0,94.22,-40.3,0.83,4991,0
83,5,6,0,7,2,6,2,1,2,94.22,-40.3,0.83,4991,1
66,5,1,1,7,2,6,0,0,0,94.22,-40.3,0.83,4991,1
66,5,1,1,7,2,5,0,0,0,94.22,-40.3,0.83,4991,1
29,2,6,1,7,2,4,0,1,1,94.22,-40.3,0.83,4991,0
29,2,6,1,7,2,5,1,1,2,94.22,-40.3,0.83,4991,1
24,11,1,1,7,2,5,0,1,1,94.22,-40.3,0.83,4991,0
31,7,6,1,7,2,5,2,1,2,94.22,-40.3,0.83,4991,1
35,4,4,1,7,2,5,2,1,2,94.22,-40.3,0.83,4991,1
35,4,4,1,7,2,5,2,1,2,94.22,-40.3,0.83,4991,1
22,1,4,1,7,2,5,0,1,1,94.22,-40.3,0.83,4991,1
73,5,0,0,7,2,6,0,0,0,94.22,-40.3,0.83,4991,0
29,3,2,0,7,2,5,0,0,0,94.22,-40.3,0.83,4991,0
35,4,4,1,7,2,6,2,1,2,94.22,-40.3,0.83,4991,1
29,2,1,1,7,2,5,2,1,2,94.22,-40.3,0.83,4991,1
32,4,4,0,7,3,2,0,0,0,94.22,-40.3,0.84,4991,0
53,3,3,0,7,3,6,2,1,2,94.22,-40.3,0.84,4991,1
30,11,4,1,7,3,5,0,1,1,94.22,-40.3,0.84,4991,1
31,2,1,1,7,3,4,0,1,1,94.22,-40.3,0.84,4991,0
29,4,3,1,7,3,6,0,0,0,94.22,-40.3,0.84,4991,1
53,3,3,1,7,3,5,0,0,0,94.22,-40.3,0.84,4991,1
45,6,6,1,7,3,6,0,0,0,94.22,-40.3,0.84,4991,1
29,4,4,1,7,3,4,0,0,0,94.22,-40.3,0.84,4991,0
29,4,3,0,7,3,5,2,1,2,94.22,-40.3,0.84,4991,1
78,5,6,1,7,3,5,0,1,1,94.22,-40.3,0.84,4991,0
29,2,6,1,7,3,5,0,0,0,94.22,-40.3,0.84,4991,1
34,1,3,1,7,3,6,0,0,0,94.22,-40.3,0.84,4991,1
53,3,3,0,7,3,6,0,0,0,94.22,-40.3,0.84,4991,1
35,2,6,1,7,3,5,0,1,1,94.22,-40.3,0.84,4991,1
34,1,3,1,7,3,4,0,1,1,94.22,-40.3,0.84,4991,0
30,11,4,0,7,3,5,0,0,0,94.22,-40.3,0.84,4991,0
78,5,6,1,7,3,4,0,0,0,94.22,-40.3,0.84,4991,1
44,3,0,0,7,3,4,0,0,0,94.22,-40.3,0.84,4991,0
23,3,3,1,7,4,5,0,1,1,94.22,-40.3,0.85,4991,1
27,3,1,1,7,4,5,0,1,1,94.22,-40.3,0.85,4991,0
52,4,2,1,7,4,5,1,1,2,94.22,-40.3,0.85,4991,1
50,6,6,1,7,4,5,0,0,0,94.22,-40.3,0.85,4991,1
37,1,1,1,7,4,5,2,1,2,94.22,-40.3,0.85,4991,1
28,1,1,1,7,4,6,2,1,2,94.22,-40.3,0.85,4991,1
32,1,6,1,7,4,6,0,0,0,94.22,-40.3,0.85,4991,1
30,2,6,1,7,4,5,2,1,2,94.22,-40.3,0.85,4991,1
28,8,6,1,7,4,5,0,1,1,94.22,-40.3,0.85,4991,0
32,2,6,1,7,4,5,2,1,2,94.22,-40.3,0.85,4991,0
20,11,3,1,7,4,5,2,1,2,94.22,-40.3,0.85,4991,1
80,5,0,0,7,4,6,0,0,0,94.22,-40.3,0.85,4991,1
70,5,0,1,7,4,5,2,1,2,94.22,-40.3,0.85,4991,1
35,2,6,1,7,4,6,2,1,2,94.22,-40.3,0.85,4991,1
23,3,3,1,7,4,5,0,1,1,94.22,-40.3,0.85,4991,1
32,2,6,1,7,4,5,2,1,2,94.22,-40.3,0.85,4991,0
28,8,6,1,7,4,5,0,0,0,94.22,-40.3,0.85,4991,1
47,2,3,1,7,4,5,2,1,2,94.22,-40.3,0.85,4991,1
38,4,4,1,7,4,6,0,0,0,94.22,-40.3,0.85,4991,0
54,5,0,1,7,4,5,0,0,0,94.22,-40.3,0.85,4991,0
63,5,0,1,7,4,5,2,1,2,94.22,-40.3,0.85,4991,0
31,2,6,1,7,5,6,2,1,2,94.22,-40.3,0.86,4991,1
26,4,6,1,7,5,4,2,1,2,94.22,-40.3,0.86,4991,0
32,2,6,1,7,5,5,2,1,1,94.22,-40.3,0.86,4991,0
44,2,6,1,7,5,6,0,1,1,94.22,-40.3,0.86,4991,1
31,2,1,1,7,5,4,0,0,0,94.22,-40.3,0.86,4991,0
60,2,6,1,7,5,5,2,1,2,94.22,-40.3,0.86,4991,1
51,2,6,1,7,5,6,0,0,0,94.22,-40.3,0.86,4991,1
31,2,1,1,7,5,3,0,0,0,94.22,-40.3,0.86,4991,0
43,4,6,1,7,5,5,0,1,1,94.22,-40.3,0.86,4991,0
31,2,6,1,7,5,4,0,0,0,94.22,-40.3,0.86,4991,0
27,2,1,0,7,5,2,0,0,0,94.22,-40.3,0.86,4991,0
29,2,1,1,7,5,5,2,1,2,94.22,-40.3,0.86,4991,1
26,4,6,1,7,5,6,2,1,2,94.22,-40.3,0.86,4991,1
32,6,6,1,7,5,5,0,1,1,94.22,-40.3,0.86,4991,0
51,2,6,1,7,5,4,0,0,0,94.22,-40.3,0.86,4991,0
44,2,1,0,7,5,2,0,0,0,94.22,-40.3,0.86,4991,0
59,4,4,1,7,5,6,2,1,2,94.22,-40.3,0.86,4991,1
21,0,1,1,7,5,5,0,0,0,94.22,-40.3,0.86,4991,0
54,2,6,1,7,5,4,0,1,1,94.22,-40.3,0.86,4991,0
22,2,6,0,7,1,6,0,1,1,94.22,-40.3,0.87,4991,1
56,4,4,1,7,1,5,2,1,2,94.22,-40.3,0.87,4991,1
49,4,4,1,7,1,5,2,1,2,94.22,-40.3,0.87,4991,1
78,5,0,1,7,1,7,0,0,0,94.22,-40.3,0.87,4991,1
72,5,0,1,7,1,4,0,1,1,94.22,-40.3,0.87,4991,0
72,5,0,1,7,1,5,0,0,0,94.22,-40.3,0.87,4991,1
78,5,0,1,7,1,5,0,1,1,94.22,-40.3,0.87,4991,1
56,4,4,1,7,1,5,0,1,1,94.22,-40.3,0.87,4991,1
56,7,0,1,7,1,5,0,0,0,94.22,-40.3,0.87,4991,1
66,5,0,1,7,1,6,0,0,0,94.22,-40.3,0.87,4991,1
78,5,0,1,7,1,5,2,1,2,94.22,-40.3,0.87,4991,1
29,2,6,1,7,1,5,0,0,0,94.22,-40.3,0.87,4991,1
30,4,6,1,7,1,5,0,0,0,94.22,-40.3,0.87,4991,1
28,4,6,1,7,2,4,2,1,2,94.22,-40.3,0.88,4991,0
28,1,1,1,7,2,5,0,0,0,94.22,-40.3,0.88,4991,0
66,0,0,1,7,2,5,0,1,1,94.22,-40.3,0.88,4991,0
29,4,4,1,7,2,5,2,1,1,94.22,-40.3,0.88,4991,1
54,2,3,1,7,2,5,2,1,2,94.22,-40.3,0.88,4991,0
28,4,6,1,7,2,5,0,0,0,94.22,-40.3,0.88,4991,0
23,11,6,1,7,2,5,2,1,2,94.22,-40.3,0.88,4991,1
35,3,1,0,7,2,2,0,0,0,94.22,-40.3,0.88,4991,0
62,5,1,1,7,2,5,0,0,0,94.22,-40.3,0.88,4991,1
23,7,1,0,7,2,2,0,0,0,94.22,-40.3,0.88,4991,0
38,2,1,0,7,2,1,0,1,1,94.22,-40.3,0.88,4991,0
48,4,4,1,7,2,5,0,1,1,94.22,-40.3,0.88,4991,0
66,0,0,0,7,2,6,0,0,0,94.22,-40.3,0.88,4991,1
23,2,6,1,7,3,4,0,1,1,94.22,-40.3,0.88,4991,0
82,0,0,1,7,3,5,0,0,0,94.22,-40.3,0.88,4991,1
72,5,2,1,7,3,5,0,0,0,94.22,-40.3,0.88,4991,0
72,5,2,1,7,3,4,0,0,0,94.22,-40.3,0.88,4991,1
37,7,6,1,7,3,5,1,1,2,94.22,-40.3,0.88,4991,1
21,11,3,0,7,4,1,0,0,0,94.22,-40.3,0.88,4991,0
24,4,4,1,7,4,5,1,1,2,94.22,-40.3,0.88,4991,1
71,5,4,1,7,4,4,0,0,0,94.22,-40.3,0.88,4991,0
52,2,6,1,7,4,6,0,0,0,94.22,-40.3,0.88,4991,1
24,1,1,1,7,4,5,2,1,2,94.22,-40.3,0.88,4991,1
43,4,4,1,7,4,7,0,0,0,94.22,-40.3,0.88,4991,1
64,2,1,1,7,4,5,0,0,0,94.22,-40.3,0.88,4991,1
45,6,6,1,7,4,4,2,1,2,94.22,-40.3,0.88,4991,1
40,6,6,1,7,4,5,0,0,0,94.22,-40.3,0.88,4991,1
30,2,6,1,7,4,5,0,0,0,94.22,-40.3,0.88,4991,1
34,4,3,0,7,4,3,0,1,1,94.22,-40.3,0.88,4991,0
29,8,6,0,7,4,3,0,0,0,94.22,-40.3,0.88,4991,0
60,2,3,1,7,4,5,3,1,1,94.22,-40.3,0.88,4991,1
24,1,1,1,7,4,6,2,1,1,94.22,-40.3,0.88,4991,1
56,1,1,1,7,4,6,0,1,1,94.22,-40.3,0.88,4991,0
45,6,6,0,7,4,5,0,1,1,94.22,-40.3,0.88,4991,0
31,11,6,1,7,5,6,2,1,2,94.22,-40.3,0.89,4991,1
59,6,0,1,7,5,5,0,0,0,94.22,-40.3,0.89,4991,1
42,2,6,1,7,5,5,0,0,0,94.22,-40.3,0.89,4991,1
31,11,6,1,7,5,5,0,0,0,94.22,-40.3,0.89,4991,1
32,4,6,1,7,5,4,1,1,2,94.22,-40.3,0.89,4991,0
24,4,4,1,7,5,5,3,1,2,94.22,-40.3,0.89,4991,1
42,2,6,1,7,5,6,0,1,1,94.22,-40.3,0.89,4991,1
26,2,1,1,7,5,5,0,1,1,94.22,-40.3,0.89,4991,1
26,2,6,1,7,5,5,2,1,1,94.22,-40.3,0.89,4991,1
63,2,6,1,7,5,5,0,0,0,94.22,-40.3,0.89,4991,1
29,2,6,1,7,1,4,0,1,1,94.22,-40.3,0.89,4991,0
35,3,3,1,7,1,5,2,1,2,94.22,-40.3,0.89,4991,1
51,4,1,1,7,1,5,2,1,2,94.22,-40.3,0.89,4991,1
65,6,6,1,7,1,5,0,1,1,94.22,-40.3,0.89,4991,1
29,2,6,0,7,1,2,0,0,0,94.22,-40.3,0.89,4991,0
31,2,6,0,7,1,2,0,0,0,94.22,-40.3,0.89,4991,0
52,4,4,0,7,1,4,0,0,0,94.22,-40.3,0.89,4991,0
34,2,6,0,7,1,1,0,0,0,94.22,-40.3,0.89,4991,0
27,3,2,0,7,1,2,0,0,0,94.22,-40.3,0.89,4991,0
35,2,6,1,7,1,6,1,1,2,94.22,-40.3,0.89,4991,0
68,5,6,1,7,1,6,0,1,1,94.22,-40.3,0.89,4991,1
68,5,6,1,7,1,6,2,1,2,94.22,-40.3,0.89,4991,1
61,2,6,1,7,1,4,0,1,1,94.22,-40.3,0.89,4991,0
24,4,4,1,7,1,6,2,1,2,94.22,-40.3,0.89,4991,1
84,5,0,1,7,2,6,1,1,2,94.22,-40.3,0.89,4991,1
32,2,6,1,7,2,6,0,0,0,94.22,-40.3,0.89,4991,1
32,2,6,1,7,2,5,0,1,1,94.22,-40.3,0.89,4991,0
23,11,6,1,7,2,5,0,1,1,94.22,-40.3,0.89,4991,1
52,2,4,1,7,2,6,0,0,0,94.22,-40.3,0.89,4991,1
23,4,4,0,7,2,2,0,0,0,94.22,-40.3,0.89,4991,0
33,2,6,0,7,2,1,0,0,0,94.22,-40.3,0.89,4991,0
28,4,4,0,7,2,1,0,0,0,94.22,-40.3,0.89,4991,0
52,2,4,1,7,2,4,2,1,2,94.22,-40.3,0.89,4991,0
28,4,4,1,7,2,5,2,1,2,94.22,-40.3,0.89,4991,0
52,2,4,1,7,2,5,2,1,2,94.22,-40.3,0.89,4991,1
77,5,0,1,7,2,5,1,1,2,94.22,-40.3,0.89,4991,1
26,11,1,1,7,2,5,0,1,1,94.22,-40.3,0.89,4991,0
48,0,4,1,7,3,6,2,1,2,94.22,-40.3,0.9,4991,1
68,5,1,1,7,3,5,1,1,2,94.22,-40.3,0.9,4991,1
74,5,0,1,7,3,4,0,0,0,94.22,-40.3,0.9,4991,0
24,11,4,1,7,3,6,2,1,2,94.22,-40.3,0.9,4991,1
25,8,6,1,7,3,6,0,1,1,94.22,-40.3,0.9,4991,1
57,3,0,1,7,3,6,0,0,0,94.22,-40.3,0.9,4991,1
24,11,4,1,7,3,6,0,0,0,94.22,-40.3,0.9,4991,1
66,5,1,1,7,3,5,0,1,1,94.22,-40.3,0.9,4991,0
51,5,1,1,7,3,4,0,0,0,94.22,-40.3,0.9,4991,1
50,0,0,1,7,3,6,1,1,2,94.22,-40.3,0.9,4991,1
47,2,6,1,7,3,4,0,1,1,94.22,-40.3,0.9,4991,0
48,0,4,1,7,3,5,2,1,2,94.22,-40.3,0.9,4991,1
26,4,4,1,7,4,6,0,1,1,94.22,-40.3,0.9,4991,1
60,5,4,1,7,4,4,2,1,2,94.22,-40.3,0.9,4991,0
76,2,6,0,7,4,5,0,0,0,94.22,-40.3,0.9,4991,1
23,2,1,0,7,4,5,0,0,0,94.22,-40.3,0.9,4991,0
80,5,0,1,7,4,5,2,1,2,94.22,-40.3,0.9,4991,1
34,2,6,0,7,4,5,0,1,1,94.22,-40.3,0.9,4991,1
50,0,2,1,7,4,5,2,1,2,94.22,-40.3,0.9,4991,1
50,10,6,1,7,4,5,2,1,2,94.22,-40.3,0.9,4991,1
31,4,6,1,7,4,5,0,1,1,94.22,-40.3,0.9,4991,1
51,2,6,1,7,4,5,0,1,1,94.22,-40.3,0.9,4991,1
65,6,1,1,7,4,4,0,1,1,94.22,-40.3,0.9,4991,0
31,4,6,0,7,4,6,2,1,2,94.22,-40.3,0.9,4991,1
48,3,4,0,7,4,5,0,0,0,94.22,-40.3,0.9,4991,1
71,5,0,1,7,4,6,2,1,1,94.22,-40.3,0.9,4991,1
31,4,6,0,7,4,5,1,1,2,94.22,-40.3,0.9,4991,1
34,2,6,1,7,4,6,2,1,2,94.22,-40.3,0.9,4991,1
53,2,1,1,7,4,4,0,0,0,94.22,-40.3,0.9,4991,0
39,7,1,1,7,5,4,0,0,0,94.22,-40.3,0.9,4991,0
27,1,1,1,7,5,6,2,1,2,94.22,-40.3,0.9,4991,1
32,6,6,1,7,5,5,2,1,2,94.22,-40.3,0.9,4991,0
23,2,6,1,7,5,4,0,1,1,94.22,-40.3,0.9,4991,0
41,2,6,1,7,5,5,2,1,2,94.22,-40.3,0.9,4991,0
37,6,6,1,7,5,5,2,1,2,94.22,-40.3,0.9,4991,1
35,2,6,0,7,5,5,0,1,1,94.22,-40.3,0.9,4991,1
56,5,1,0,7,5,2,0,0,0,94.22,-40.3,0.9,4991,0
71,5,3,1,7,5,5,0,0,0,94.22,-40.3,0.9,4991,1
40,6,6,0,7,5,5,1,1,2,94.22,-40.3,0.9,4991,1
39,7,1,1,7,5,5,0,0,0,94.22,-40.3,0.9,4991,0
37,2,6,1,7,5,6,1,1,2,94.22,-40.3,0.9,4991,1
34,8,6,1,7,5,5,0,1,1,94.22,-40.3,0.9,4991,0
40,6,6,1,7,5,6,2,1,2,94.22,-40.3,0.9,4991,1
63,5,0,1,7,5,5,0,0,0,94.22,-40.3,0.9,4991,0
55,1,1,1,7,5,5,0,0,0,94.22,-40.3,0.9,4991,0
46,2,1,1,8,1,6,0,1,1,94.03,-38.3,0.9,4991,0
33,1,1,1,8,1,4,0,1,1,94.03,-38.3,0.9,4991,0
25,11,1,1,8,1,5,2,1,1,94.03,-38.3,0.9,4991,0
33,2,6,1,8,1,4,0,0,0,94.03,-38.3,0.9,4991,0
31,11,6,1,8,1,5,0,1,1,94.03,-38.3,0.9,4991,0
42,2,6,1,8,1,6,0,0,0,94.03,-38.3,0.9,4991,0
67,5,0,1,8,1,5,0,0,0,94.03,-38.3,0.9,4991,0
31,4,6,1,8,1,5,0,0,0,94.03,-38.3,0.9,4991,0
53,1,3,1,8,1,5,0,0,0,94.03,-38.3,0.9,4991,1
31,11,6,1,8,1,6,2,1,1,94.03,-38.3,0.9,4991,1
36,2,4,0,8,1,3,0,0,0,94.03,-38.3,0.9,4991,0
81,5,0,1,8,1,4,0,0,0,94.03,-38.3,0.9,4991,0
25,11,1,1,8,1,4,1,1,2,94.03,-38.3,0.9,4991,0
42,2,6,1,8,1,5,0,0,0,94.03,-38.3,0.9,4991,0
31,8,6,1,8,1,5,0,1,1,94.03,-38.3,0.9,4991,0
62,5,0,1,8,1,5,2,1,1,94.03,-38.3,0.9,4991,1
67,5,0,1,8,1,5,2,1,2,94.03,-38.3,0.9,4991,1
33,1,1,1,8,1,6,0,1,1,94.03,-38.3,0.9,4991,0
38,4,6,1,8,1,4,0,0,0,94.03,-38.3,0.9,4991,0
31,4,6,1,8,1,5,0,1,1,94.03,-38.3,0.9,4991,0
33,2,6,0,8,1,4,0,1,1,94.03,-38.3,0.9,4991,0
53,1,3,0,8,1,4,0,1,1,94.03,-38.3,0.9,4991,0
31,4,6,1,8,1,6,2,1,2,94.03,-38.3,0.9,4991,1
28,2,6,1,8,1,5,0,1,1,94.03,-38.3,0.9,4991,0
77,5,4,1,8,1,5,0,0,0,94.03,-38.3,0.9,4991,0
27,2,6,1,8,2,5,0,0,0,94.03,-38.3,0.9,4991,1
31,11,6,1,8,2,5,2,1,1,94.03,-38.3,0.9,4991,0
64,5,4,1,8,2,6,0,0,0,94.03,-38.3,0.9,4991,1
37,4,6,1,8,2,6,0,1,1,94.03,-38.3,0.9,4991,1
28,2,6,1,8,2,5,2,1,2,94.03,-38.3,0.9,4991,1
28,7,3,1,8,2,5,0,1,1,94.03,-38.3,0.9,4991,1
31,11,6,1,8,2,5,2,1,2,94.03,-38.3,0.9,4991,1
47,1,6,1,8,2,4,0,1,1,94.03,-38.3,0.9,4991,1
21,11,1,1,8,2,5,0,1,1,94.03,-38.3,0.9,4991,0
31,2,6,1,8,2,5,0,0,0,94.03,-38.3,0.9,4991,0
40,2,1,1,8,2,6,0,0,0,94.03,-38.3,0.9,4991,1
75,5,6,0,8,2,6,0,1,1,94.03,-38.3,0.9,4991,1
30,11,1,1,8,2,6,0,1,1,94.03,-38.3,0.9,4991,1
21,11,1,1,8,2,5,2,1,2,94.03,-38.3,0.9,4991,1
58,3,0,1,8,3,6,1,1,2,94.03,-38.3,0.9,4991,1
48,2,6,1,8,3,5,0,1,2,94.03,-38.3,0.9,4991,1
28,11,6,1,8,3,6,0,1,1,94.03,-38.3,0.9,4991,0
35,4,6,1,8,3,5,2,1,1,94.03,-38.3,0.9,4991,1
35,4,6,1,8,3,6,0,0,0,94.03,-38.3,0.9,4991,1
27,11,6,1,8,3,6,0,1,2,94.03,-38.3,0.9,4991,1
28,11,3,1,8,3,5,0,1,2,94.03,-38.3,0.9,4991,1
61,5,6,0,8,3,5,2,1,2,94.03,-38.3,0.9,4991,1
47,2,6,1,8,3,5,2,1,1,94.03,-38.3,0.9,4991,1
27,11,6,1,8,3,5,1,1,2,94.03,-38.3,0.9,4991,1
30,2,6,0,8,3,5,0,1,1,94.03,-38.3,0.9,4991,0
